,From,To,Weight
7343,Casey Vu,Vivian Lai,1
7344,David Lo 0001,Ee-Peng Lim,1
7345,David Lo 0001,Kyong Jin Shim,1
7346,David Lo 0001,Philips Kokoh Prasetyo,1
7347,David Lo 0001,Richard Jayadi Oentaryo,1
7348,David Lo 0001,Vivian Lai,1
7349,Ee-Peng Lim,Kyong Jin Shim,1
7350,Ee-Peng Lim,Richard Jayadi Oentaryo,1
7351,Ee-Peng Lim,Vivian Lai,1
7352,Kyong Jin Shim,Philips Kokoh Prasetyo,1
7353,Kyong Jin Shim,Richard Jayadi Oentaryo,1
7354,Philips Kokoh Prasetyo,Richard Jayadi Oentaryo,1
7355,Philips Kokoh Prasetyo,Vivian Lai,1
7356,Richard Jayadi Oentaryo,Vivian Lai,1
7357,Don Kasper,Igor Mezic,1
7358,Don Kasper,Michael Georgescu,1
7359,Don Kasper,Sophie Loire,1
7360,Don Kasper,Thibaud Nesztler,1
7361,Igor Mezic,Thibaud Nesztler,1
7362,Michael Georgescu,Thibaud Nesztler,1
7363,Sophie Loire,Thibaud Nesztler,1
7364,Brian Frasca,Garnet J. Vaz,1
7365,Brian Frasca,Pavel A. Dmitriev,1
7366,Brian Frasca,Ron Kohavi,1
7367,Brian Frasca,Somit Gupta,1
7368,Garnet J. Vaz,Pavel A. Dmitriev,1
7369,Garnet J. Vaz,Ron Kohavi,1
7370,Garnet J. Vaz,Somit Gupta,1
7371,Pavel A. Dmitriev,Ron Kohavi,1
7372,Pavel A. Dmitriev,Somit Gupta,1
7373,Ron Kohavi,Somit Gupta,1
7374,Jaroslaw Zola,Subhadeep Karan,1
7375,Cláudio T. Silva,Denis Khryashchev,1
7376,Cláudio T. Silva,Huy T. Vo,1
7377,Cláudio T. Silva,Juliana Freire,1
7378,Cláudio T. Silva,Kai Zhao,1
7379,Denis Khryashchev,Huy T. Vo,1
7380,Denis Khryashchev,Juliana Freire,1
7381,Denis Khryashchev,Kai Zhao,1
7382,Huy T. Vo,Kai Zhao,2
7383,Juliana Freire,Kai Zhao,1
7384,Alok N. Choudhary,Marc De Graef,1
7385,Alok N. Choudhary,Ruoqian Liu,2
7386,Ankit Agrawal,Marc De Graef,1
7387,Ankit Agrawal,Ruoqian Liu,2
7388,Marc De Graef,Ruoqian Liu,1
7389,Marc De Graef,Wei-keng Liao,1
7390,Ruoqian Liu,Wei-keng Liao,2
7391,Alin Deutsch,Ken Yocum,1
7392,Alin Deutsch,Vicky Papavasileiou,1
7393,Alin Deutsch,Walaa Eldin Moustafa,1
7394,Ken Yocum,Vicky Papavasileiou,1
7395,Ken Yocum,Walaa Eldin Moustafa,1
7396,Vicky Papavasileiou,Walaa Eldin Moustafa,1
7397,Charles Cowart,Daniel Crawl,1
7398,Charles Cowart,Dylan Uys,1
7399,Charles Cowart,Ilkay Altintas,1
7400,Charles Cowart,Mai H. Nguyen,1
7401,Daniel Crawl,Dylan Uys,1
7402,Daniel Crawl,Ilkay Altintas,1
7403,Daniel Crawl,Mai H. Nguyen,1
7404,Dylan Uys,Ilkay Altintas,1
7405,Dylan Uys,Mai H. Nguyen,1
7406,Francisco Padillo,José María Luna,1
7407,Francisco Padillo,Sebastián Ventura,1
7408,José María Luna,Sebastián Ventura,1
7409,Ajinkya Prabhune,Anil Keshav,1
7410,Ajinkya Prabhune,Hasebullah Ansari,1
7411,Ajinkya Prabhune,Jürgen Hesser,1
7412,Ajinkya Prabhune,Michael Gertz 0001,1
7413,Ajinkya Prabhune,Rainer Stotzka,1
7414,Anil Keshav,Hasebullah Ansari,1
7415,Anil Keshav,Jürgen Hesser,1
7416,Anil Keshav,Michael Gertz 0001,1
7417,Anil Keshav,Rainer Stotzka,1
7418,Hasebullah Ansari,Jürgen Hesser,1
7419,Hasebullah Ansari,Michael Gertz 0001,1
7420,Hasebullah Ansari,Rainer Stotzka,1
7421,Jürgen Hesser,Michael Gertz 0001,1
7422,Jürgen Hesser,Rainer Stotzka,1
7423,Michael Gertz 0001,Rainer Stotzka,1
7424,Bo Zhang,Liwei Wang 0008,1
7425,Dustin J. Kempton,Michael A. Schuh,1
7426,Dustin J. Kempton,Rafal A. Angryk,1
7427,Neel Choudhury,Ravikant Dindokar,1
7428,Neel Choudhury,Yogesh Simmhan,1
7429,Ravikant Dindokar,Yogesh Simmhan,1
7430,Antonio Davoli,Leonardo Maria Millefiori,1
7431,Antonio Davoli,Luca Cazzanti,1
7432,Leonardo Maria Millefiori,Luca Cazzanti,2
7433,Alexandru Costan,Esther Pacitti,1
7434,Alexandru Costan,Gabriel Antoniu,1
7435,Alexandru Costan,Ji Liu 0003,1
7436,Alexandru Costan,Luis Pineda-Morales,1
7437,Alexandru Costan,Marta Mattoso,1
7438,Alexandru Costan,Patrick Valduriez,1
7439,Esther Pacitti,Gabriel Antoniu,1
7440,Esther Pacitti,Ji Liu 0003,1
7441,Esther Pacitti,Luis Pineda-Morales,1
7442,Esther Pacitti,Marta Mattoso,1
7443,Esther Pacitti,Patrick Valduriez,1
7444,Gabriel Antoniu,Ji Liu 0003,1
7445,Gabriel Antoniu,Luis Pineda-Morales,1
7446,Gabriel Antoniu,Marta Mattoso,1
7447,Gabriel Antoniu,Patrick Valduriez,1
7448,Ji Liu 0003,Luis Pineda-Morales,1
7449,Ji Liu 0003,Marta Mattoso,1
7450,Ji Liu 0003,Patrick Valduriez,1
7451,Luis Pineda-Morales,Marta Mattoso,1
7452,Luis Pineda-Morales,Patrick Valduriez,1
7453,Marta Mattoso,Patrick Valduriez,1
7454,Amidu Oloso,Hongfeng Yu,2
7455,Amidu Oloso,Kwo-Sen Kuo,2
7456,Amidu Oloso,Michael L. Rilee,1
7457,Amidu Oloso,Paul G. Brown,1
7458,Amidu Oloso,Thomas L. Clune,2
7459,Hongfeng Yu,Michael L. Rilee,1
7460,Hongfeng Yu,Paul G. Brown,1
7461,Kwo-Sen Kuo,Michael L. Rilee,1
7462,Kwo-Sen Kuo,Paul G. Brown,1
7463,Michael L. Rilee,Paul G. Brown,1
7464,Michael L. Rilee,Thomas L. Clune,1
7465,Paul G. Brown,Thomas L. Clune,1
7466,Chang-Dong Wang,Da-Chuan Zhang,1
7467,Chang-Dong Wang,Mei Li,1
7468,Da-Chuan Zhang,Mei Li,1
7469,Faryaneh Poursardar,Sampath Jayarathna,1
7470,Ahmet Soylu,Arild Waaler,1
7471,Ahmet Soylu,Christian Neuenstadt,1
7472,Ahmet Soylu,Christoforos Svingos,1
7473,Ahmet Soylu,Diego Calvanese,1
7474,Ahmet Soylu,Dimitris Bilidas,1
7475,Ahmet Soylu,Dmitriy Zheleznyakov,1
7476,Ahmet Soylu,Ernesto Jiménez-Ruiz,1
7477,Ahmet Soylu,Evgeny Kharlamov,1
7478,Ahmet Soylu,Guohui Xiao 0001,1
7479,Ahmet Soylu,Ian Horrocks,1
7480,Ahmet Soylu,Konstantina Bereta,1
7481,Ahmet Soylu,Martin Giese,1
7482,Ahmet Soylu,Ralf Möller 0001,1
7483,Ahmet Soylu,Sebastian Brandt 0001,1
7484,Ahmet Soylu,Steffen Lamparter,1
7485,Ahmet Soylu,Theofilos P. Mailis,1
7486,Ahmet Soylu,Yannis E. Ioannidis,1
7487,Ahmet Soylu,Yannis Kotidis,1
7488,Ahmet Soylu,Özgür L. Özçep,1
7489,Arild Waaler,Christian Neuenstadt,1
7490,Arild Waaler,Christoforos Svingos,1
7491,Arild Waaler,Diego Calvanese,1
7492,Arild Waaler,Dimitris Bilidas,1
7493,Arild Waaler,Dmitriy Zheleznyakov,1
7494,Arild Waaler,Ernesto Jiménez-Ruiz,1
7495,Arild Waaler,Evgeny Kharlamov,1
7496,Arild Waaler,Guohui Xiao 0001,1
7497,Arild Waaler,Ian Horrocks,1
7498,Arild Waaler,Konstantina Bereta,1
7499,Arild Waaler,Martin Giese,1
7500,Arild Waaler,Ralf Möller 0001,1
7501,Arild Waaler,Sebastian Brandt 0001,1
7502,Arild Waaler,Steffen Lamparter,1
7503,Arild Waaler,Theofilos P. Mailis,1
7504,Arild Waaler,Yannis E. Ioannidis,1
7505,Arild Waaler,Yannis Kotidis,1
7506,Arild Waaler,Özgür L. Özçep,1
7507,Christian Neuenstadt,Christoforos Svingos,1
7508,Christian Neuenstadt,Diego Calvanese,1
7509,Christian Neuenstadt,Dimitris Bilidas,1
7510,Christian Neuenstadt,Dmitriy Zheleznyakov,1
7511,Christian Neuenstadt,Ernesto Jiménez-Ruiz,1
7512,Christian Neuenstadt,Evgeny Kharlamov,1
7513,Christian Neuenstadt,Guohui Xiao 0001,1
7514,Christian Neuenstadt,Ian Horrocks,1
7515,Christian Neuenstadt,Konstantina Bereta,1
7516,Christian Neuenstadt,Martin Giese,1
7517,Christian Neuenstadt,Ralf Möller 0001,1
7518,Christian Neuenstadt,Sebastian Brandt 0001,1
7519,Christian Neuenstadt,Steffen Lamparter,1
7520,Christian Neuenstadt,Theofilos P. Mailis,1
7521,Christian Neuenstadt,Yannis E. Ioannidis,1
7522,Christian Neuenstadt,Yannis Kotidis,1
7523,Christian Neuenstadt,Özgür L. Özçep,1
7524,Christoforos Svingos,Diego Calvanese,1
7525,Christoforos Svingos,Dimitris Bilidas,1
7526,Christoforos Svingos,Dmitriy Zheleznyakov,1
7527,Christoforos Svingos,Ernesto Jiménez-Ruiz,1
7528,Christoforos Svingos,Evgeny Kharlamov,1
7529,Christoforos Svingos,Guohui Xiao 0001,1
7530,Christoforos Svingos,Ian Horrocks,1
7531,Christoforos Svingos,Konstantina Bereta,1
7532,Christoforos Svingos,Martin Giese,1
7533,Christoforos Svingos,Ralf Möller 0001,1
7534,Christoforos Svingos,Sebastian Brandt 0001,1
7535,Christoforos Svingos,Steffen Lamparter,1
7536,Christoforos Svingos,Theofilos P. Mailis,1
7537,Christoforos Svingos,Özgür L. Özçep,1
7538,Diego Calvanese,Dimitris Bilidas,1
7539,Diego Calvanese,Dmitriy Zheleznyakov,1
7540,Diego Calvanese,Ernesto Jiménez-Ruiz,1
7541,Diego Calvanese,Evgeny Kharlamov,1
7542,Diego Calvanese,Guohui Xiao 0001,1
7543,Diego Calvanese,Ian Horrocks,1
7544,Diego Calvanese,Konstantina Bereta,1
7545,Diego Calvanese,Martin Giese,1
7546,Diego Calvanese,Ralf Möller 0001,1
7547,Diego Calvanese,Sebastian Brandt 0001,1
7548,Diego Calvanese,Steffen Lamparter,1
7549,Diego Calvanese,Theofilos P. Mailis,1
7550,Diego Calvanese,Yannis E. Ioannidis,1
7551,Diego Calvanese,Yannis Kotidis,1
7552,Diego Calvanese,Özgür L. Özçep,1
7553,Dimitris Bilidas,Dmitriy Zheleznyakov,1
7554,Dimitris Bilidas,Ernesto Jiménez-Ruiz,1
7555,Dimitris Bilidas,Evgeny Kharlamov,1
7556,Dimitris Bilidas,Guohui Xiao 0001,1
7557,Dimitris Bilidas,Ian Horrocks,1
7558,Dimitris Bilidas,Konstantina Bereta,1
7559,Dimitris Bilidas,Martin Giese,1
7560,Dimitris Bilidas,Ralf Möller 0001,1
7561,Dimitris Bilidas,Sebastian Brandt 0001,1
7562,Dimitris Bilidas,Steffen Lamparter,1
7563,Dimitris Bilidas,Theofilos P. Mailis,1
7564,Dimitris Bilidas,Yannis E. Ioannidis,1
7565,Dimitris Bilidas,Yannis Kotidis,1
7566,Dimitris Bilidas,Özgür L. Özçep,1
7567,Dmitriy Zheleznyakov,Ernesto Jiménez-Ruiz,1
7568,Dmitriy Zheleznyakov,Evgeny Kharlamov,1
7569,Dmitriy Zheleznyakov,Guohui Xiao 0001,1
7570,Dmitriy Zheleznyakov,Ian Horrocks,1
7571,Dmitriy Zheleznyakov,Konstantina Bereta,1
7572,Dmitriy Zheleznyakov,Martin Giese,1
7573,Dmitriy Zheleznyakov,Ralf Möller 0001,1
7574,Dmitriy Zheleznyakov,Sebastian Brandt 0001,1
7575,Dmitriy Zheleznyakov,Steffen Lamparter,1
7576,Dmitriy Zheleznyakov,Theofilos P. Mailis,1
7577,Dmitriy Zheleznyakov,Yannis E. Ioannidis,1
7578,Dmitriy Zheleznyakov,Yannis Kotidis,1
7579,Dmitriy Zheleznyakov,Özgür L. Özçep,1
7580,Ernesto Jiménez-Ruiz,Evgeny Kharlamov,1
7581,Ernesto Jiménez-Ruiz,Guohui Xiao 0001,1
7582,Ernesto Jiménez-Ruiz,Ian Horrocks,1
7583,Ernesto Jiménez-Ruiz,Konstantina Bereta,1
7584,Ernesto Jiménez-Ruiz,Martin Giese,1
7585,Ernesto Jiménez-Ruiz,Ralf Möller 0001,1
7586,Ernesto Jiménez-Ruiz,Sebastian Brandt 0001,1
7587,Ernesto Jiménez-Ruiz,Steffen Lamparter,1
7588,Ernesto Jiménez-Ruiz,Theofilos P. Mailis,1
7589,Ernesto Jiménez-Ruiz,Yannis E. Ioannidis,1
7590,Ernesto Jiménez-Ruiz,Yannis Kotidis,1
7591,Ernesto Jiménez-Ruiz,Özgür L. Özçep,1
7592,Evgeny Kharlamov,Guohui Xiao 0001,1
7593,Evgeny Kharlamov,Ian Horrocks,1
7594,Evgeny Kharlamov,Konstantina Bereta,1
7595,Evgeny Kharlamov,Martin Giese,1
7596,Evgeny Kharlamov,Ralf Möller 0001,1
7597,Evgeny Kharlamov,Sebastian Brandt 0001,1
7598,Evgeny Kharlamov,Steffen Lamparter,1
7599,Evgeny Kharlamov,Theofilos P. Mailis,1
7600,Evgeny Kharlamov,Yannis E. Ioannidis,1
7601,Evgeny Kharlamov,Yannis Kotidis,1
7602,Evgeny Kharlamov,Özgür L. Özçep,1
7603,Guohui Xiao 0001,Ian Horrocks,1
7604,Guohui Xiao 0001,Konstantina Bereta,1
7605,Guohui Xiao 0001,Martin Giese,1
7606,Guohui Xiao 0001,Ralf Möller 0001,1
7607,Guohui Xiao 0001,Sebastian Brandt 0001,1
7608,Guohui Xiao 0001,Steffen Lamparter,1
7609,Guohui Xiao 0001,Theofilos P. Mailis,1
7610,Guohui Xiao 0001,Yannis E. Ioannidis,1
7611,Guohui Xiao 0001,Yannis Kotidis,1
7612,Guohui Xiao 0001,Özgür L. Özçep,1
7613,Ian Horrocks,Konstantina Bereta,1
7614,Ian Horrocks,Martin Giese,1
7615,Ian Horrocks,Ralf Möller 0001,1
7616,Ian Horrocks,Sebastian Brandt 0001,1
7617,Ian Horrocks,Steffen Lamparter,1
7618,Ian Horrocks,Theofilos P. Mailis,1
7619,Ian Horrocks,Yannis E. Ioannidis,1
7620,Ian Horrocks,Yannis Kotidis,1
7621,Ian Horrocks,Özgür L. Özçep,1
7622,Konstantina Bereta,Martin Giese,1
7623,Konstantina Bereta,Ralf Möller 0001,1
7624,Konstantina Bereta,Sebastian Brandt 0001,1
7625,Konstantina Bereta,Steffen Lamparter,1
7626,Konstantina Bereta,Theofilos P. Mailis,1
7627,Konstantina Bereta,Yannis E. Ioannidis,1
7628,Konstantina Bereta,Yannis Kotidis,1
7629,Konstantina Bereta,Özgür L. Özçep,1
7630,Martin Giese,Ralf Möller 0001,1
7631,Martin Giese,Sebastian Brandt 0001,1
7632,Martin Giese,Steffen Lamparter,1
7633,Martin Giese,Theofilos P. Mailis,1
7634,Martin Giese,Yannis E. Ioannidis,1
7635,Martin Giese,Yannis Kotidis,1
7636,Martin Giese,Özgür L. Özçep,1
7637,Ralf Möller 0001,Sebastian Brandt 0001,1
7638,Ralf Möller 0001,Steffen Lamparter,1
7639,Ralf Möller 0001,Theofilos P. Mailis,1
7640,Ralf Möller 0001,Yannis E. Ioannidis,1
7641,Ralf Möller 0001,Yannis Kotidis,1
7642,Ralf Möller 0001,Özgür L. Özçep,1
7643,Sebastian Brandt 0001,Steffen Lamparter,1
7644,Sebastian Brandt 0001,Theofilos P. Mailis,1
7645,Sebastian Brandt 0001,Yannis E. Ioannidis,1
7646,Sebastian Brandt 0001,Yannis Kotidis,1
7647,Sebastian Brandt 0001,Özgür L. Özçep,1
7648,Steffen Lamparter,Theofilos P. Mailis,1
7649,Steffen Lamparter,Yannis E. Ioannidis,1
7650,Steffen Lamparter,Yannis Kotidis,1
7651,Steffen Lamparter,Özgür L. Özçep,1
7652,Theofilos P. Mailis,Yannis E. Ioannidis,1
7653,Theofilos P. Mailis,Yannis Kotidis,1
7654,Theofilos P. Mailis,Özgür L. Özçep,1
7655,Yannis E. Ioannidis,Özgür L. Özçep,1
7656,Yannis Kotidis,Özgür L. Özçep,1
7657,Jayashree Ramanathan,Kayhan Moharreri,1
7658,Jayashree Ramanathan,Rajiv Ramnath,1
7659,Kayhan Moharreri,Rajiv Ramnath,1
7660,Conrad M. Albrecht,Fernando J. Marianno,1
7661,Conrad M. Albrecht,Hendrik F. Hamann,1
7662,Conrad M. Albrecht,Jason D. Renwick,1
7663,Conrad M. Albrecht,Levente J. Klein,1
7664,Conrad M. Albrecht,Marcus Freitag,1
7665,Conrad M. Albrecht,Siyuan Lu,1
7666,Conrad M. Albrecht,Xiaoyan Shao,1
7667,Fernando J. Marianno,Hendrik F. Hamann,1
7668,Fernando J. Marianno,Jason D. Renwick,1
7669,Fernando J. Marianno,Levente J. Klein,1
7670,Fernando J. Marianno,Marcus Freitag,1
7671,Fernando J. Marianno,Siyuan Lu,1
7672,Fernando J. Marianno,Xiaoyan Shao,1
7673,Hendrik F. Hamann,Jason D. Renwick,1
7674,Hendrik F. Hamann,Levente J. Klein,1
7675,Hendrik F. Hamann,Marcus Freitag,1
7676,Hendrik F. Hamann,Siyuan Lu,2
7677,Hendrik F. Hamann,Xiaoyan Shao,2
7678,Jason D. Renwick,Levente J. Klein,1
7679,Jason D. Renwick,Marcus Freitag,1
7680,Jason D. Renwick,Siyuan Lu,1
7681,Jason D. Renwick,Xiaoyan Shao,1
7682,Levente J. Klein,Marcus Freitag,1
7683,Levente J. Klein,Siyuan Lu,1
7684,Levente J. Klein,Xiaoyan Shao,1
7685,Marcus Freitag,Siyuan Lu,1
7686,Marcus Freitag,Xiaoyan Shao,1
7687,Siyuan Lu,Xiaoyan Shao,2
7688,Aaron Gerow,Eamon Duede,1
7689,Aaron Gerow,Kyle Chard,1
7690,Aaron Gerow,Yadu N. Babuji,1
7691,Eamon Duede,Kyle Chard,1
7692,Eamon Duede,Yadu N. Babuji,1
7693,Kyle Chard,Yadu N. Babuji,1
7694,Jiming Chen 0001,Peng Cheng 0001,1
7695,Jiming Chen 0001,Xiaoxia Jia,1
7696,Peng Cheng 0001,Xiaoxia Jia,1
7697,Ariel Bar,Bracha Shapira,1
7698,Ariel Bar,Lior Rokach,1
7699,Ariel Bar,Moshe Unger,1
7700,Bracha Shapira,Moshe Unger,1
7701,Lior Rokach,Moshe Unger,1
7702,Chao Huang 0001,Daniel Yue Zhang,2
7703,Chao Huang 0001,Rungang Han,1
7704,Daniel Yue Zhang,Dong Wang 0002,2
7705,Daniel Yue Zhang,Rungang Han,1
7706,Dong Wang 0002,Rungang Han,1
7707,Mansurul Alam Bhuiyan,Mohammad Al Hasan,2
7708,Enrique Frías-Martínez,Gaurav Paruthi,1
7709,Enrique Frías-Martínez,Vanessa Frías-Martínez,1
7710,Gaurav Paruthi,Vanessa Frías-Martínez,1
7711,Hao-Chen Chang,Hsiao-Wei Hu,1
7712,Hao-Chen Chang,Wen-Shiu Lin,1
7713,Hsiao-Wei Hu,Wen-Shiu Lin,1
7714,Jarmo Prokkola,Jukka Mäkelä,1
7715,Jarmo Prokkola,Jussi Liikka,1
7716,Jarmo Prokkola,Markus Luoto,1
7717,Jarmo Prokkola,Teemu Kanstrén,1
7718,Jukka Mäkelä,Jussi Liikka,1
7719,Jukka Mäkelä,Markus Luoto,1
7720,Jukka Mäkelä,Teemu Kanstrén,1
7721,Jussi Liikka,Markus Luoto,1
7722,Jussi Liikka,Teemu Kanstrén,1
7723,Markus Luoto,Teemu Kanstrén,1
7724,Hari P. Udyapuram,Max Menenberg,1
7725,Hari P. Udyapuram,Sohini Roychowdhury,1
7726,Hari P. Udyapuram,Srinagesh Gavirneni,1
7727,Hari P. Udyapuram,Surya Pathak,1
7728,Max Menenberg,Sohini Roychowdhury,1
7729,Max Menenberg,Srinagesh Gavirneni,1
7730,Max Menenberg,Surya Pathak,1
7731,Sohini Roychowdhury,Srinagesh Gavirneni,1
7732,Sohini Roychowdhury,Surya Pathak,1
7733,Srinagesh Gavirneni,Surya Pathak,1
7734,Haozhen Zhao,Jianping Zhang,1
7735,Haozhen Zhao,Nathaniel Huber-Fliflet,1
7736,Haozhen Zhao,Rishi Chhatwal,1
7737,Haozhen Zhao,Robert Keeling,1
7738,Jianping Zhang,Nathaniel Huber-Fliflet,1
7739,Jianping Zhang,Rishi Chhatwal,1
7740,Jianping Zhang,Robert Keeling,1
7741,Nathaniel Huber-Fliflet,Rishi Chhatwal,1
7742,Nathaniel Huber-Fliflet,Robert Keeling,1
7743,Rishi Chhatwal,Robert Keeling,1
7744,Allan N. Zhang,Wenjing Yan,2
7745,Dazhi Yang,Rong Wen,1
7746,Dazhi Yang,Wenjing Yan,1
7747,Rong Wen,Wenjing Yan,2
7748,Nobuhiro Akashi,Noriaki Koide,1
7749,Nobuhiro Akashi,Toru Kobayashi,1
7750,Nobuhiro Akashi,Yoshihide Matsuo,1
7751,Nobuhiro Akashi,Yoshitaka Terai,1
7752,Nobuhiro Akashi,Yu Ichifuji,1
7753,Noriaki Koide,Toru Kobayashi,1
7754,Noriaki Koide,Yoshihide Matsuo,1
7755,Noriaki Koide,Yoshitaka Terai,1
7756,Toru Kobayashi,Yoshihide Matsuo,1
7757,Toru Kobayashi,Yoshitaka Terai,1
7758,Toru Kobayashi,Yu Ichifuji,1
7759,Yoshihide Matsuo,Yoshitaka Terai,1
7760,Yoshihide Matsuo,Yu Ichifuji,1
7761,Yoshitaka Terai,Yu Ichifuji,1
7762,Anahita Davoudi,Mainak Chatterjee,1
7763,Torsten Suel,Xiang Liu,1
7764,Eugene Cho,Hoseong Yang,1
7765,Eugene Cho,Hye Jin Lee,1
7766,Eugene Cho,Sungzoon Cho,1
7767,Hoseong Yang,Hye Jin Lee,1
7768,Hoseong Yang,Sungzoon Cho,1
7769,Hye Jin Lee,Sungzoon Cho,1
7770,Chenxiao Dou,Daniel Sun,1
7771,Chenxiao Dou,Guoqiang Li 0001,1
7772,Chenxiao Dou,Jianquan Liu,1
7773,Chenxiao Dou,Yi-Cheng Chen,1
7774,Daniel Sun,Guoqiang Li 0001,2
7775,Daniel Sun,Jianquan Liu,1
7776,Daniel Sun,Yi-Cheng Chen,1
7777,Guoqiang Li 0001,Jianquan Liu,1
7778,Guoqiang Li 0001,Yi-Cheng Chen,1
7779,Jianquan Liu,Yi-Cheng Chen,1
7780,Bharathkumar Ramachandra,Nagendra Singh,1
7781,Bharathkumar Ramachandra,Qiang Zhang,1
7782,Bharathkumar Ramachandra,Ranga Raju Vatsavai,1
7783,Bharathkumar Ramachandra,Sreenivas Sukumar,1
7784,Bharathkumar Ramachandra,Zexi Chen,1
7785,Nagendra Singh,Qiang Zhang,1
7786,Nagendra Singh,Ranga Raju Vatsavai,1
7787,Nagendra Singh,Sreenivas Sukumar,1
7788,Nagendra Singh,Zexi Chen,1
7789,Qiang Zhang,Ranga Raju Vatsavai,1
7790,Qiang Zhang,Sreenivas Sukumar,1
7791,Qiang Zhang,Zexi Chen,1
7792,Ranga Raju Vatsavai,Sreenivas Sukumar,1
7793,Ranga Raju Vatsavai,Zexi Chen,1
7794,Sreenivas Sukumar,Zexi Chen,1
7795,Arnold P. Boedihardjo,Chang-Tien Lu,1
7796,Arnold P. Boedihardjo,Weisheng Zhong,1
7797,Arnold P. Boedihardjo,Xuchao Zhang,1
7798,Arnold P. Boedihardjo,Zhiqian Chen,1
7799,Chang-Tien Lu,Weisheng Zhong,1
7800,Chang-Tien Lu,Zhiqian Chen,1
7801,Weisheng Zhong,Xuchao Zhang,1
7802,Weisheng Zhong,Zhiqian Chen,1
7803,Xuchao Zhang,Zhiqian Chen,1
7804,J. Vijayananda,M. Kalyan,1
7805,J. Vijayananda,Srikanth Mujjiga,1
7806,J. Vijayananda,Srinivasa Rao Kundeti,1
7807,M. Kalyan,Srikanth Mujjiga,1
7808,M. Kalyan,Srinivasa Rao Kundeti,1
7809,Srikanth Mujjiga,Srinivasa Rao Kundeti,1
7810,Parul Sharma,Teng-Sheng Moh,1
7811,Anne M. Denton,David W. Franzen,1
7812,Anne M. Denton,John Nowatzki,1
7813,Anne M. Denton,Mostofa Ahsan,1
7814,David W. Franzen,John Nowatzki,1
7815,David W. Franzen,Mostofa Ahsan,1
7816,John Nowatzki,Mostofa Ahsan,1
7817,Bonnie J. Dorr,Craig S. Greenberg,1
7818,Bonnie J. Dorr,Marion Le Bras,1
7819,Bonnie J. Dorr,Mark A. Przybocki,1
7820,Bonnie J. Dorr,Peter C. Fontana,1
7821,Craig S. Greenberg,Marion Le Bras,1
7822,Craig S. Greenberg,Mark A. Przybocki,1
7823,Craig S. Greenberg,Peter C. Fontana,1
7824,Marion Le Bras,Mark A. Przybocki,1
7825,Marion Le Bras,Peter C. Fontana,1
7826,Mark A. Przybocki,Peter C. Fontana,1
7827,Jiayi Liu,Juergen Heit,1
7828,Jiayi Liu,Mohak Shah,1
7829,Juergen Heit,Mohak Shah,1
7830,Fang Du,Lijuan Song,1
7831,Fang Du,Ting Li,1
7832,Fang Du,Xiaojun Gu,1
7833,Fang Du,Yingjie Shi,1
7834,Lijuan Song,Ting Li,1
7835,Lijuan Song,Xiaojun Gu,1
7836,Lijuan Song,Yingjie Shi,1
7837,Ting Li,Xiaojun Gu,1
7838,Ting Li,Yingjie Shi,1
7839,Xiaojun Gu,Yingjie Shi,1
7840,Alexander Kotov,Aravind Mohan,1
7841,Alexander Kotov,Mahdi Ebrahimi,1
7842,Alexander Kotov,Shiyong Lu,1
7843,Aravind Mohan,Mahdi Ebrahimi,1
7844,Aravind Mohan,Shiyong Lu,1
7845,Mahdi Ebrahimi,Shiyong Lu,1
7846,Chuqin Huang,Jian Zou,1
7847,Sergey Nepomnyachiy,Torsten Suel,1
7848,Alexis Rodriguez,Arthur W. Toga,1
7849,Alexis Rodriguez,Benjamin D. Heavner,1
7850,Alexis Rodriguez,Carl Kesselman,1
7851,Alexis Rodriguez,Carole A. Goble,1
7852,Alexis Rodriguez,Eric W. Deutsch,1
7853,Alexis Rodriguez,Ian T. Foster,1
7854,Alexis Rodriguez,Ivo D. Dinov,1
7855,Alexis Rodriguez,Kristi Clark,1
7856,Alexis Rodriguez,Kyle Chard,1
7857,Alexis Rodriguez,Mike D'Arcy,1
7858,Alexis Rodriguez,Nathan D. Price 0001,1
7859,Alexis Rodriguez,Ravi K. Madduri,1
7860,Alexis Rodriguez,Stian Soiland-Reyes,1
7861,Arthur W. Toga,Benjamin D. Heavner,1
7862,Arthur W. Toga,Carl Kesselman,1
7863,Arthur W. Toga,Carole A. Goble,1
7864,Arthur W. Toga,Eric W. Deutsch,1
7865,Arthur W. Toga,Ian T. Foster,1
7866,Arthur W. Toga,Ivo D. Dinov,1
7867,Arthur W. Toga,Kristi Clark,1
7868,Arthur W. Toga,Kyle Chard,1
7869,Arthur W. Toga,Mike D'Arcy,1
7870,Arthur W. Toga,Nathan D. Price 0001,1
7871,Arthur W. Toga,Ravi K. Madduri,1
7872,Arthur W. Toga,Stian Soiland-Reyes,1
7873,Benjamin D. Heavner,Carl Kesselman,1
7874,Benjamin D. Heavner,Carole A. Goble,1
7875,Benjamin D. Heavner,Eric W. Deutsch,1
7876,Benjamin D. Heavner,Ian T. Foster,1
7877,Benjamin D. Heavner,Ivo D. Dinov,1
7878,Benjamin D. Heavner,Kristi Clark,1
7879,Benjamin D. Heavner,Kyle Chard,1
7880,Benjamin D. Heavner,Mike D'Arcy,1
7881,Benjamin D. Heavner,Nathan D. Price 0001,1
