,From,To,Weight
2278,Florian Schaub,Shomir Wilson,1
2279,Frederick Liu,Noah A. Smith,1
2280,Frederick Liu,Norman M. Sadeh,1
2281,Frederick Liu,Rohan Ramanath,1
2282,Frederick Liu,Shomir Wilson,1
2283,Noah A. Smith,Norman M. Sadeh,1
2284,Noah A. Smith,Rohan Ramanath,1
2285,Noah A. Smith,Shomir Wilson,1
2286,Norman M. Sadeh,Rohan Ramanath,1
2287,Norman M. Sadeh,Shomir Wilson,1
2288,Rohan Ramanath,Shomir Wilson,1
2289,Christophe Van Gysel,Marcel Worring,1
2290,Maarten de Rijke,Marcel Worring,1
2291,Davide Balzarotti,Marco Balduzzi,1
2292,Davide Balzarotti,Onur Catakoglu,1
2293,Marco Balduzzi,Onur Catakoglu,1
2294,Daniele Quercia,Davide Proserpio,1
2295,Daniele Quercia,Giovanni Quattrone,1
2296,Daniele Quercia,Licia Capra,1
2297,Daniele Quercia,Mirco Musolesi,1
2298,Davide Proserpio,Giovanni Quattrone,1
2299,Davide Proserpio,Licia Capra,1
2300,Davide Proserpio,Mirco Musolesi,1
2301,Giovanni Quattrone,Licia Capra,1
2302,Giovanni Quattrone,Mirco Musolesi,1
2303,Licia Capra,Mirco Musolesi,1
2304,Bo Chen,Hao Ye,1
2305,Bo Chen,Jie Tang 0001,1
2306,Bo Chen,Jiezhong Qiu,1
2307,Bo Chen,John E. Hopcroft,1
2308,Bo Chen,Qiang Yang 0001,1
2309,Bo Chen,Yixuan Li,1
2310,Bo Chen,Zheng Lu,1
2311,Hao Ye,Jie Tang 0001,1
2312,Hao Ye,Jiezhong Qiu,1
2313,Hao Ye,John E. Hopcroft,1
2314,Hao Ye,Qiang Yang 0001,1
2315,Hao Ye,Yixuan Li,1
2316,Hao Ye,Zheng Lu,1
2317,Jie Tang 0001,Jiezhong Qiu,1
2318,Jie Tang 0001,John E. Hopcroft,1
2319,Jie Tang 0001,Qiang Yang 0001,1
2320,Jie Tang 0001,Yixuan Li,1
2321,Jie Tang 0001,Zheng Lu,1
2322,Jiezhong Qiu,John E. Hopcroft,1
2323,Jiezhong Qiu,Qiang Yang 0001,1
2324,Jiezhong Qiu,Yixuan Li,1
2325,Jiezhong Qiu,Zheng Lu,1
2326,John E. Hopcroft,Qiang Yang 0001,1
2327,John E. Hopcroft,Yixuan Li,2
2328,John E. Hopcroft,Zheng Lu,1
2329,Qiang Yang 0001,Yixuan Li,1
2330,Qiang Yang 0001,Zheng Lu,1
2331,Yixuan Li,Zheng Lu,1
2332,Milad Shokouhi,Nick Craswell,1
2333,Milad Shokouhi,Umut Ozertem,1
2334,Nick Craswell,Umut Ozertem,1
2335,Alon Y. Halevy,Natalya Fridman Noy,1
2336,Alon Y. Halevy,Steven Euijong Whang,1
2337,Alon Y. Halevy,Sunita Sarawagi,1
2338,Alon Y. Halevy,Xiao Yu,1
2339,Natalya Fridman Noy,Steven Euijong Whang,1
2340,Natalya Fridman Noy,Sunita Sarawagi,1
2341,Natalya Fridman Noy,Xiao Yu,1
2342,Steven Euijong Whang,Sunita Sarawagi,1
2343,Steven Euijong Whang,Xiao Yu,1
2344,Sunita Sarawagi,Xiao Yu,1
2345,Christos Faloutsos,Yasuko Matsubara,1
2346,Christos Faloutsos,Yasushi Sakurai,1
2347,Yasuko Matsubara,Yasushi Sakurai,2
2348,Jiawei Zhang 0001,Qiang Zhu 0002,1
2349,Jiawei Zhang 0001,Qingbo Hu,1
2350,Jiawei Zhang 0001,Sihong Xie,1
2351,Jiawei Zhang 0001,Songtao Guo,1
2352,Philip S. Yu,Qiang Zhu 0002,1
2353,Philip S. Yu,Qingbo Hu,1
2354,Philip S. Yu,Songtao Guo,1
2355,Qiang Zhu 0002,Qingbo Hu,1
2356,Qiang Zhu 0002,Sihong Xie,1
2357,Qiang Zhu 0002,Songtao Guo,2
2358,Qingbo Hu,Sihong Xie,1
2359,Qingbo Hu,Songtao Guo,1
2360,Sihong Xie,Songtao Guo,1
2361,Cheng-Kang Hsieh,Deborah Estrin,1
2362,Cheng-Kang Hsieh,Honghao Wei,1
2363,Cheng-Kang Hsieh,Longqi Yang,1
2364,Cheng-Kang Hsieh,Mor Naaman,1
2365,Deborah Estrin,Honghao Wei,1
2366,Deborah Estrin,Longqi Yang,1
2367,Deborah Estrin,Mor Naaman,1
2368,Honghao Wei,Longqi Yang,1
2369,Honghao Wei,Mor Naaman,1
2370,Longqi Yang,Mor Naaman,1
2371,Alessandra Sala,Deepak Ajwani,1
2372,Alessandra Sala,Jiongqian Liang,1
2373,Alessandra Sala,Patrick K. Nicholson,1
2374,Alessandra Sala,Srinivasan Parthasarathy 0001,1
2375,Deepak Ajwani,Jiongqian Liang,1
2376,Deepak Ajwani,Patrick K. Nicholson,1
2377,Deepak Ajwani,Srinivasan Parthasarathy 0001,1
2378,Jiongqian Liang,Patrick K. Nicholson,1
2379,Patrick K. Nicholson,Srinivasan Parthasarathy 0001,1
2380,Jure Leskovec,Robert West 0001,2
2381,Jure Leskovec,Srijan Kumar,1
2382,Robert West 0001,Srijan Kumar,1
2383,Alexey Borisov,Ilya Markov,1
2384,Alexey Borisov,Maarten de Rijke,2
2385,Alexey Borisov,Pavel Serdyukov,2
2386,Ilya Markov,Maarten de Rijke,1
2387,Ilya Markov,Pavel Serdyukov,1
2388,Maarten de Rijke,Pavel Serdyukov,2
2389,Bichen Shi,Georgiana Ifrim,1
2390,Bichen Shi,Neil J. Hurley,1
2391,Georgiana Ifrim,Neil J. Hurley,1
2392,Alex Yang,Julian J. McAuley,1
2393,Chris Smith-Clarke,Licia Capra,1
2394,Chang Liu 0021,Damon McCoy,1
2395,Chang Liu 0021,Elaine Shi,1
2396,Chang Liu 0021,Raheem A. Beyah,1
2397,Chang Liu 0021,Shuang Hao,1
2398,Chang Liu 0021,Xiaojing Liao,1
2399,Damon McCoy,Elaine Shi,1
2400,Damon McCoy,Raheem A. Beyah,1
2401,Damon McCoy,Shuang Hao,1
2402,Damon McCoy,Xiaojing Liao,1
2403,Elaine Shi,Raheem A. Beyah,1
2404,Elaine Shi,Shuang Hao,1
2405,Elaine Shi,Xiaojing Liao,1
2406,Raheem A. Beyah,Shuang Hao,1
2407,Raheem A. Beyah,Xiaojing Liao,1
2408,Shuang Hao,Xiaojing Liao,1
2409,Aurélien Lucchi,Carsten Eickhoff,1
2410,Aurélien Lucchi,Marina Ganea,1
2411,Aurélien Lucchi,Octavian-Eugen Ganea,1
2412,Aurélien Lucchi,Thomas Hofmann,1
2413,Carsten Eickhoff,Marina Ganea,1
2414,Carsten Eickhoff,Octavian-Eugen Ganea,1
2415,Marina Ganea,Octavian-Eugen Ganea,1
2416,Marina Ganea,Thomas Hofmann,1
2417,Octavian-Eugen Ganea,Thomas Hofmann,1
2418,Josep M. Pujol,Konark Modi,1
2419,Josep M. Pujol,Sam Macbeth,1
2420,Josep M. Pujol,Zhonghao Yu,1
2421,Konark Modi,Sam Macbeth,1
2422,Konark Modi,Zhonghao Yu,1
2423,Sam Macbeth,Zhonghao Yu,1
2424,Jennifer Wortman Vaughan,Mary L. Gray,1
2425,Jennifer Wortman Vaughan,Ming Yin,1
2426,Jennifer Wortman Vaughan,Siddharth Suri,1
2427,Mary L. Gray,Ming Yin,1
2428,Mary L. Gray,Siddharth Suri,1
2429,Ming Yin,Siddharth Suri,1
2430,Jon M. Kleinberg,Jure Leskovec,1
2431,Jon M. Kleinberg,Justin Cheng,1
2432,Jon M. Kleinberg,Lada A. Adamic,1
2433,Jure Leskovec,Justin Cheng,1
2434,Jure Leskovec,Lada A. Adamic,1
2435,Justin Cheng,Lada A. Adamic,1
2436,Domagoj Vrgoc,Felipe Pezoa,1
2437,Domagoj Vrgoc,Fernando Suárez,1
2438,Domagoj Vrgoc,Juan L. Reutter,1
2439,Domagoj Vrgoc,Martín Ugarte,1
2440,Felipe Pezoa,Fernando Suárez,1
2441,Felipe Pezoa,Juan L. Reutter,1
2442,Felipe Pezoa,Martín Ugarte,1
2443,Fernando Suárez,Juan L. Reutter,1
2444,Fernando Suárez,Martín Ugarte,1
2445,Juan L. Reutter,Martín Ugarte,1
2446,Martin Pál,Renato Paes Leme,1
2447,Martin Pál,Sergei Vassilvitskii,1
2448,Renato Paes Leme,Sergei Vassilvitskii,1
2449,Erdal Kuzey,Gerhard Weikum,1
2450,Erdal Kuzey,Jannik Strötgen,1
2451,Erdal Kuzey,Vinay Setty,1
2452,Gerhard Weikum,Vinay Setty,1
2453,Jannik Strötgen,Vinay Setty,1
2454,Clare R. Voss,Jialu Liu,1
2455,Clare R. Voss,Jiawei Han 0001,2
2456,Clare R. Voss,Jingbo Shang,1
2457,Clare R. Voss,Taylor Cassidy,1
2458,Clare R. Voss,Xiang Ren 0001,2
2459,Jialu Liu,Jiawei Han 0001,1
2460,Jialu Liu,Jingbo Shang,1
2461,Jialu Liu,Taylor Cassidy,1
2462,Jialu Liu,Xiang Ren 0001,1
2463,Jiawei Han 0001,Taylor Cassidy,1
2464,Jingbo Shang,Taylor Cassidy,1
2465,Jingbo Shang,Xiang Ren 0001,1
2466,Taylor Cassidy,Xiang Ren 0001,1
2467,Alan Mislove,Christo Wilson,1
2468,Alan Mislove,Le Chen,1
2469,Christo Wilson,Le Chen,1
2470,Christian Sandvig,Christo Wilson,1
2471,Christian Sandvig,Gary Soeller,1
2472,Christian Sandvig,Karrie Karahalios,1
2473,Christo Wilson,Gary Soeller,1
2474,Christo Wilson,Karrie Karahalios,1
2475,Gary Soeller,Karrie Karahalios,1
2476,Julian J. McAuley,Ruining He,1
2477,Jian Tang 0005,Jingzhou Liu,1
2478,Jian Tang 0005,Ming Zhang 0004,1
2479,Jian Tang 0005,Qiaozhu Mei,1
2480,Jingzhou Liu,Ming Zhang 0004,1
2481,Jingzhou Liu,Qiaozhu Mei,1
2482,Ming Zhang 0004,Qiaozhu Mei,1
2483,John E. Hopcroft,Oscar Martinez,1
2484,John E. Hopcroft,Xing Chen,1
2485,John E. Hopcroft,Yi Li,1
2486,Oscar Martinez,Xing Chen,1
2487,Oscar Martinez,Yi Li,1
2488,Oscar Martinez,Yixuan Li,1
2489,Xing Chen,Yi Li,1
2490,Xing Chen,Yixuan Li,1
2491,Yi Li,Yixuan Li,1
2492,Bruno Ribeiro 0001,Christos Faloutsos,1
2493,Bruno Ribeiro 0001,Flavio Figueiredo,1
2494,Bruno Ribeiro 0001,Jussara M. Almeida,1
2495,Christos Faloutsos,Flavio Figueiredo,1
2496,Christos Faloutsos,Jussara M. Almeida,1
2497,Flavio Figueiredo,Jussara M. Almeida,1
2498,Avigdor Gal,Haggai Roitman,1
2499,Avigdor Gal,Tomer Sagi,1
2500,Haggai Roitman,Tomer Sagi,1
2501,Beibei Li,Jason Hong,1
2502,Beibei Li,Yingjie Zhang,1
2503,Jason Hong,Yingjie Zhang,1
2504,Hao Ma,Xueqing Liu 0001,1
2505,Hao Ma,Zhihong Shen,1
2506,Xueqing Liu 0001,Zhihong Shen,1
2507,Cheng-Te Li,Hsun-Ping Hsieh,1
2508,Cheng-Te Li,Po Hu,1
2509,Cheng-Te Li,Rui Yan,1
2510,Cheng-Te Li,Tingting He,1
2511,Cheng-Te Li,Xiaohua Hu 0001,1
2512,Hsun-Ping Hsieh,Po Hu,1
2513,Hsun-Ping Hsieh,Rui Yan,1
2514,Hsun-Ping Hsieh,Tingting He,1
2515,Hsun-Ping Hsieh,Xiaohua Hu 0001,1
2516,Po Hu,Rui Yan,1
2517,Po Hu,Tingting He,1
2518,Po Hu,Xiaohua Hu 0001,1
2519,Rui Yan,Tingting He,1
2520,Rui Yan,Xiaohua Hu 0001,1
2521,Tingting He,Xiaohua Hu 0001,1
2522,Anlei Dong,Hongbo Deng,1
2523,Anlei Dong,Hongyuan Zha,1
2524,Anlei Dong,Liangda Li,1
2525,Anlei Dong,Yi Chang 0001,1
2526,Anlei Dong,Yunlong He,1
2527,Hongbo Deng,Hongyuan Zha,1
2528,Hongbo Deng,Liangda Li,1
2529,Hongbo Deng,Yi Chang 0001,3
2530,Hongbo Deng,Yunlong He,1
2531,Hongyuan Zha,Liangda Li,1
2532,Hongyuan Zha,Yi Chang 0001,1
2533,Hongyuan Zha,Yunlong He,1
2534,Liangda Li,Yi Chang 0001,1
2535,Liangda Li,Yunlong He,1
2536,Christian Bizer,Dominique Ritze,1
2537,Christian Bizer,Oliver Lehmberg,1
2538,Christian Bizer,Yaser Oulabi,1
2539,Dominique Ritze,Oliver Lehmberg,1
2540,Dominique Ritze,Yaser Oulabi,1
2541,Oliver Lehmberg,Yaser Oulabi,1
2542,Chenhao Tan,Cristian Danescu-Niculescu-Mizil,1
2543,Chenhao Tan,Lillian Lee,3
2544,Chenhao Tan,Vlad Niculae,1
2545,Cristian Danescu-Niculescu-Mizil,Lillian Lee,1
2546,Cristian Danescu-Niculescu-Mizil,Vlad Niculae,1
2547,Lillian Lee,Vlad Niculae,1
2548,Ashutosh Dhekne,Mahanth Gowda,1
2549,Ashutosh Dhekne,Romit Roy Choudhury,1
2550,Mahanth Gowda,Romit Roy Choudhury,1
2551,Dan Roth,Huan Sun,1
2552,Dan Roth,Jiawei Han 0001,1
2553,Dan Roth,Shulong Tan,1
2554,Dan Roth,Xifeng Yan,1
2555,Dan Roth,Yang Li,1
2556,Huan Sun,Jiawei Han 0001,1
2557,Huan Sun,Shulong Tan,1
2558,Huan Sun,Xifeng Yan,2
2559,Huan Sun,Yang Li,1
2560,Jiawei Han 0001,Shulong Tan,1
2561,Jiawei Han 0001,Xifeng Yan,1
2562,Jiawei Han 0001,Yang Li,1
2563,Shulong Tan,Xifeng Yan,1
2564,Shulong Tan,Yang Li,1
2565,Xifeng Yan,Yang Li,1
2566,Augustin Chaintreau,Christopher J. Riederer,1
2567,Augustin Chaintreau,Nitish Korula,1
2568,Augustin Chaintreau,Silvio Lattanzi,1
2569,Augustin Chaintreau,Yunsung Kim,1
2570,Christopher J. Riederer,Nitish Korula,1
2571,Christopher J. Riederer,Silvio Lattanzi,1
2572,Christopher J. Riederer,Yunsung Kim,1
2573,Nitish Korula,Silvio Lattanzi,1
2574,Nitish Korula,Yunsung Kim,1
2575,Silvio Lattanzi,Yunsung Kim,1
2576,Keke Chen,Lu Zhou,1
2577,Keke Chen,Wenbo Wang 0002,1
2578,Lu Zhou,Wenbo Wang 0002,1
2579,Achint Thomas,Chikashi Nobata,1
2580,Achint Thomas,Joel R. Tetreault,1
2581,Achint Thomas,Yashar Mehdad,1
2582,Achint Thomas,Yi Chang 0001,1
2583,Chikashi Nobata,Joel R. Tetreault,1
2584,Chikashi Nobata,Yashar Mehdad,1
2585,Chikashi Nobata,Yi Chang 0001,2
2586,Joel R. Tetreault,Yashar Mehdad,1
2587,Joel R. Tetreault,Yi Chang 0001,1
2588,Yashar Mehdad,Yi Chang 0001,1
2589,Chenwei Zhang,Nan Du,1
2590,Nan Du,Philip S. Yu,1
2591,Nan Du,Wei Fan 0001,1
2592,Ellery Wulczyn,Jure Leskovec,1
2593,Ellery Wulczyn,Leila Zia,1
2594,Ellery Wulczyn,Robert West 0001,1
2595,Jure Leskovec,Leila Zia,1
2596,Leila Zia,Robert West 0001,1
2597,Amit K. Chopra,Munindar P. Singh,1
2598,Bernardo Cuenca Grau,Egor V. Kostylev,1
2599,Bernardo Cuenca Grau,Mark Kaminski,1
2600,Egor V. Kostylev,Mark Kaminski,1
2601,Cinar Kilcioglu,Justin M. Rao,1
2602,David M. Blei,Dawen Liang,1
2603,David M. Blei,James McInerney,1
2604,David M. Blei,Laurent Charlin,1
2605,Dawen Liang,James McInerney,1
2606,Dawen Liang,Laurent Charlin,1
2607,James McInerney,Laurent Charlin,1
2608,Kaushik Chakrabarti,Tao Cheng,1
2609,Kaushik Chakrabarti,Tomasz Tylenda,1
2610,Kaushik Chakrabarti,Yeye He,1
2611,Tao Cheng,Tomasz Tylenda,1
2612,Tao Cheng,Yeye He,1
2613,Tomasz Tylenda,Yeye He,1
2614,Arnab Bhadury,Jianfei Chen 0001,1
2615,Arnab Bhadury,Jun Zhu 0001,1
2616,Arnab Bhadury,Shixia Liu,1
2617,Jianfei Chen 0001,Jun Zhu 0001,2
2618,Jianfei Chen 0001,Shixia Liu,1
2619,Jun Zhu 0001,Shixia Liu,1
2620,Ahmed Hassan Awadallah,Julia Kiseleva,1
2621,Aidan C. Crook,Julia Kiseleva,1
2622,Imed Zitouni,Julia Kiseleva,1
2623,Julia Kiseleva,Kyle Williams,1
2624,Julia Kiseleva,Madian Khabsa,1
2625,Feng Feng 0001,Gang Huang 0001,1
2626,Feng Feng 0001,Huoran Li,1
2627,Feng Feng 0001,Jian Tang,1
2628,Feng Feng 0001,Qiaozhu Mei,1
2629,Feng Feng 0001,Wei Ai,1
2630,Feng Feng 0001,Xuanzhe Liu,1
2631,Gang Huang 0001,Huoran Li,1
2632,Gang Huang 0001,Jian Tang,1
2633,Gang Huang 0001,Qiaozhu Mei,1
2634,Gang Huang 0001,Wei Ai,1
2635,Gang Huang 0001,Xuanzhe Liu,1
2636,Huoran Li,Jian Tang,1
2637,Huoran Li,Qiaozhu Mei,1
2638,Huoran Li,Wei Ai,1
2639,Huoran Li,Xuanzhe Liu,1
2640,Jian Tang,Qiaozhu Mei,1
2641,Jian Tang,Wei Ai,1
2642,Jian Tang,Xuanzhe Liu,1
2643,Qiaozhu Mei,Wei Ai,1
2644,Qiaozhu Mei,Xuanzhe Liu,1
2645,Wei Ai,Xuanzhe Liu,1
2646,David M. Blei,Joseph G. Ellis,1
2647,David M. Blei,Maja R. Rudolph,1
2648,Joseph G. Ellis,Maja R. Rudolph,1
2649,Aixin Sun,Jialong Han,1
2650,Aixin Sun,Zongcheng Ji,1
2651,Gao Cong,Jialong Han,1
2652,Gao Cong,Zongcheng Ji,1
2653,Jialong Han,Zongcheng Ji,1
2654,Hao Ma,Huan Sun,1
2655,Hao Ma,Wen-tau Yih,1
2656,Hao Ma,Xiaodong He 0001,1
2657,Hao Ma,Xifeng Yan,1
2658,Hao Ma,Yu Su 0001,1
2659,Huan Sun,Wen-tau Yih,1
2660,Huan Sun,Xiaodong He 0001,1
2661,Huan Sun,Yu Su 0001,1
2662,Wen-tau Yih,Xiaodong He 0001,1
2663,Wen-tau Yih,Xifeng Yan,1
2664,Wen-tau Yih,Yu Su 0001,1
2665,Xiaodong He 0001,Xifeng Yan,1
2666,Xiaodong He 0001,Yu Su 0001,1
2667,Xifeng Yan,Yu Su 0001,1
2668,Paul N. Bennett,Susan T. Dumais,1
2669,Paul N. Bennett,Thorsten Joachims,1
2670,Paul N. Bennett,Tobias Schnabel,1
2671,Susan T. Dumais,Thorsten Joachims,1
2672,Susan T. Dumais,Tobias Schnabel,1
2673,Thorsten Joachims,Tobias Schnabel,1
2674,Daniel Friedman,Min Zhang 0006,1
2675,Daniel Friedman,Qi Zhao,1
2676,Daniel Friedman,Shaoping Ma,1
2677,Daniel Friedman,Yi Zhang,1
2678,Daniel Friedman,Yiqun Liu 0001,1
2679,Daniel Friedman,Yongfeng Zhang,1
2680,Min Zhang 0006,Qi Zhao,1
2681,Min Zhang 0006,Yi Zhang,1
2682,Min Zhang 0006,Yongfeng Zhang,1
2683,Qi Zhao,Shaoping Ma,1
2684,Qi Zhao,Yi Zhang,1
2685,Qi Zhao,Yiqun Liu 0001,1
2686,Qi Zhao,Yongfeng Zhang,1
2687,Shaoping Ma,Yi Zhang,1
2688,Shaoping Ma,Yongfeng Zhang,1
2689,Yi Zhang,Yiqun Liu 0001,1
2690,Yi Zhang,Yongfeng Zhang,1
2691,Yiqun Liu 0001,Yongfeng Zhang,1
2692,Defu Lian,Fuzheng Zhang,2
2693,Defu Lian,Kai Zheng 0001,1
2694,Defu Lian,Nicholas Jing Yuan,2
2695,Defu Lian,Xing Xie 0001,2
2696,Defu Lian,Yong Rui,1
2697,Fuzheng Zhang,Kai Zheng 0001,1
2698,Fuzheng Zhang,Nicholas Jing Yuan,2
2699,Fuzheng Zhang,Xing Xie 0001,2
2700,Fuzheng Zhang,Yong Rui,1
2701,Kai Zheng 0001,Nicholas Jing Yuan,1
2702,Kai Zheng 0001,Xing Xie 0001,1
2703,Kai Zheng 0001,Yong Rui,1
2704,Nicholas Jing Yuan,Xing Xie 0001,4
2705,Nicholas Jing Yuan,Yong Rui,1
2706,Xing Xie 0001,Yong Rui,1
2707,Filip Radlinski,Ryen W. White,1
2708,Filip Radlinski,Sandro Bauer,1
2709,Ryen W. White,Sandro Bauer,1
2710,Egor V. Kostylev,Gonzalo I. Diaz,1
2711,Egor V. Kostylev,Marcelo Arenas,1
2712,Gonzalo I. Diaz,Marcelo Arenas,1
2713,Djellel Eddine Difallah,Gianluca Demartini,1
2714,Djellel Eddine Difallah,Philippe Cudré-Mauroux,1
2715,Gianluca Demartini,Philippe Cudré-Mauroux,1
2716,Krishnamurthy Iyer,Peter I. Frazier,1
2717,Krishnamurthy Iyer,Pu Yang,1
2718,Peter I. Frazier,Pu Yang,1
2719,Adam Jatowt,Yating Zhang,2
2720,Katsumi Tanaka,Yating Zhang,2
2721,Fabrizio Silvestri,Mounia Lalmas,1
2722,Mounia Lalmas,Nicola Barbieri,1
2723,Bin Liang 0002,Gang Yang,1
2724,Bin Liang 0002,Miaoqiang Su,1
2725,Bin Liang 0002,Wei You,1
2726,Bin Liang 0002,Wenchang Shi,1
2727,Gang Yang,Miaoqiang Su,1
2728,Gang Yang,Wei You,1
2729,Gang Yang,Wenchang Shi,1
2730,Miaoqiang Su,Wei You,1
2731,Miaoqiang Su,Wenchang Shi,1
2732,Wei You,Wenchang Shi,1
2733,Andrew Haines,Ke Zhou 0003,1
2734,Andrew Haines,Miriam Redi,1
2735,Andrew Haines,Mounia Lalmas,1
2736,Ke Zhou 0003,Miriam Redi,1
2737,Ke Zhou 0003,Mounia Lalmas,1
2738,Miriam Redi,Mounia Lalmas,1
2739,Bin Bi,Junghoo Cho,1
2740,Albert Banchs,Arturo Azcorra,1
2741,Albert Banchs,Miriam Marciel,1
2742,Albert Banchs,Mohamed Ahmed,1
2743,Albert Banchs,Roberto Gonzalez,1
2744,Albert Banchs,Rubén Cuevas,1
2745,Albert Banchs,Stefano Traverso,1
2746,Arturo Azcorra,Miriam Marciel,1
2747,Arturo Azcorra,Mohamed Ahmed,1
2748,Arturo Azcorra,Roberto Gonzalez,1
2749,Arturo Azcorra,Rubén Cuevas,1
2750,Arturo Azcorra,Stefano Traverso,1
2751,Miriam Marciel,Mohamed Ahmed,1
2752,Miriam Marciel,Roberto Gonzalez,1
2753,Miriam Marciel,Rubén Cuevas,1
2754,Miriam Marciel,Stefano Traverso,1
2755,Mohamed Ahmed,Roberto Gonzalez,1
2756,Mohamed Ahmed,Rubén Cuevas,1
2757,Mohamed Ahmed,Stefano Traverso,1
2758,Roberto Gonzalez,Rubén Cuevas,1
2759,Roberto Gonzalez,Stefano Traverso,1
2760,Rubén Cuevas,Stefano Traverso,1
2761,Elie Bursztein,Eric Kuan,1
2762,Elie Bursztein,Frank Li 0001,1
2763,Elie Bursztein,Grant Ho,1
2764,Elie Bursztein,Kurt Thomas,1
2765,Elie Bursztein,Lucas Ballard,1
2766,Elie Bursztein,Vern Paxson,1
2767,Elie Bursztein,Yuan Niu,1
2768,Eric Kuan,Frank Li 0001,1
2769,Eric Kuan,Grant Ho,1
2770,Eric Kuan,Kurt Thomas,1
2771,Eric Kuan,Lucas Ballard,1
2772,Eric Kuan,Vern Paxson,1
2773,Eric Kuan,Yuan Niu,1
2774,Frank Li 0001,Grant Ho,1
2775,Frank Li 0001,Kurt Thomas,1
2776,Frank Li 0001,Lucas Ballard,1
2777,Frank Li 0001,Vern Paxson,1
2778,Frank Li 0001,Yuan Niu,1
2779,Grant Ho,Kurt Thomas,1
2780,Grant Ho,Lucas Ballard,1
2781,Grant Ho,Vern Paxson,1
2782,Grant Ho,Yuan Niu,1
2783,Kurt Thomas,Lucas Ballard,1
2784,Kurt Thomas,Vern Paxson,1
2785,Kurt Thomas,Yuan Niu,1
2786,Lucas Ballard,Vern Paxson,1
2787,Lucas Ballard,Yuan Niu,1
2788,Vern Paxson,Yuan Niu,1
2789,Amit Goyal,Aston Zhang,1
2790,Amit Goyal,Carl A. Gunter,1
2791,Amit Goyal,Hongbo Deng,1
2792,Amit Goyal,Jiawei Han 0001,1
2793,Amit Goyal,Ricardo Baeza-Yates,1
2794,Amit Goyal,Yi Chang 0001,1
2795,Aston Zhang,Carl A. Gunter,1
2796,Aston Zhang,Hongbo Deng,1
2797,Aston Zhang,Jiawei Han 0001,1
2798,Aston Zhang,Ricardo Baeza-Yates,1
2799,Aston Zhang,Yi Chang 0001,1
2800,Carl A. Gunter,Hongbo Deng,1
2801,Carl A. Gunter,Jiawei Han 0001,1
2802,Carl A. Gunter,Ricardo Baeza-Yates,1
2803,Carl A. Gunter,Yi Chang 0001,1
2804,Hongbo Deng,Jiawei Han 0001,1
2805,Hongbo Deng,Ricardo Baeza-Yates,1
2806,Jiawei Han 0001,Ricardo Baeza-Yates,1
2807,Jiawei Han 0001,Yi Chang 0001,1
2808,Ricardo Baeza-Yates,Yi Chang 0001,1
2809,Amir Herzberg,Nethanel Gelernter,1
2810,Johannes Dahse,Nick Nikiforakis,1
2811,Johannes Dahse,Oleksii Starov,1
2812,Johannes Dahse,Syed Sharique Ahmad,1
2813,Johannes Dahse,Thorsten Holz,1
2814,Nick Nikiforakis,Oleksii Starov,1
2815,Nick Nikiforakis,Syed Sharique Ahmad,1
2816,Nick Nikiforakis,Thorsten Holz,1
2817,Oleksii Starov,Syed Sharique Ahmad,1
2818,Oleksii Starov,Thorsten Holz,1
2819,Syed Sharique Ahmad,Thorsten Holz,1
2820,Hongning Wang,Md. Mustafizur Rahman,1
2821,Chenhao Tan,Isabel Mette Kloumann,1
2822,Chenhao Tan,Jon M. Kleinberg,1
2823,Isabel Mette Kloumann,Jon M. Kleinberg,1
2824,Isabel Mette Kloumann,Lillian Lee,1
2825,Jon M. Kleinberg,Lillian Lee,1
2826,Byoungyoung Lee,Wei Meng 0001,1
2827,Byoungyoung Lee,Wenke Lee,1
2828,Byoungyoung Lee,Xinyu Xing,1
2829,Wei Meng 0001,Wenke Lee,1
2830,Wei Meng 0001,Xinyu Xing,1
2831,Wenke Lee,Xinyu Xing,1
2832,Matteo Catena,Nicola Tonellotto,1
2833,Matteo Catena,Roi Blanco,1
2834,Nicola Tonellotto,Roi Blanco,1
2835,Alistair Moffat,Anthony Wirth,1
2836,Alistair Moffat,Kewen Liao,1
2837,Alistair Moffat,Matthias Petri,1
2838,Anthony Wirth,Kewen Liao,1
2839,Anthony Wirth,Matthias Petri,1
2840,Kewen Liao,Matthias Petri,1
2841,Hinrich Schütze,Marco Cornolti,1
2842,Hinrich Schütze,Massimiliano Ciaramita,1
2843,Hinrich Schütze,Paolo Ferragina,1
2844,Hinrich Schütze,Stefan Rüd,1
2845,Marco Cornolti,Massimiliano Ciaramita,1
2846,Marco Cornolti,Paolo Ferragina,1
2847,Marco Cornolti,Stefan Rüd,1
2848,Massimiliano Ciaramita,Paolo Ferragina,1
2849,Massimiliano Ciaramita,Stefan Rüd,1
2850,Paolo Ferragina,Stefan Rüd,1
2851,Aram Galstyan,Emilio Ferrara,1
2852,Aram Galstyan,Greg Ver Steeg,1
2853,Aram Galstyan,Yoon-Sik Cho,1
2854,Emilio Ferrara,Greg Ver Steeg,1
2855,Emilio Ferrara,Yoon-Sik Cho,1
2856,Greg Ver Steeg,Yoon-Sik Cho,1
2857,Hastagiri P. Vanchinathan,Noam Koenigstein,1
2858,Hastagiri P. Vanchinathan,Oren Sar Shalom,1
2859,Hastagiri P. Vanchinathan,Ulrich Paquet,1
2860,Noam Koenigstein,Oren Sar Shalom,1
