,From,To,Weight
3184,Yuzhong Qu,Zixian Huang,1
3185,Changjie Fan,Dezhi Ye,1
3186,Changjie Fan,Jianrong Tao,2
3187,Changjie Fan,Linxia Gong,1
3188,Changjie Fan,Longbiao Chen,1
3189,Changjie Fan,Sha Zhao,2
3190,Dezhi Ye,Jianrong Tao,1
3191,Dezhi Ye,Linxia Gong,1
3192,Dezhi Ye,Longbiao Chen,1
3193,Dezhi Ye,Sha Zhao,1
3194,Jianrong Tao,Linxia Gong,1
3195,Jianrong Tao,Longbiao Chen,1
3196,Jianrong Tao,Sha Zhao,2
3197,Linxia Gong,Longbiao Chen,1
3198,Linxia Gong,Sha Zhao,1
3199,Longbiao Chen,Sha Zhao,1
3200,Bevan Koopman,Gianluca Demartini,1
3201,Bevan Koopman,Guido Zuccon,2
3202,Bevan Koopman,Jimmy,1
3203,Gianluca Demartini,Guido Zuccon,1
3204,Gianluca Demartini,Jimmy,1
3205,Guido Zuccon,Jimmy,1
3206,Jingrui He,Liz O'Sullivan,1
3207,Jingrui He,Sam Duddy,1
3208,Jingrui He,Xu Liu,1
3209,Liz O'Sullivan,Sam Duddy,1
3210,Liz O'Sullivan,Xu Liu,1
3211,Sam Duddy,Xu Liu,1
3212,Amit Somech,Ori Bar El,1
3213,Ori Bar El,Tova Milo,1
3214,Ali Anaissi,Fang Chen 0001,1
3215,Ali Anaissi,Hongda Tian,1
3216,Ali Anaissi,Nguyen Lu Dang Khoa,1
3217,Ali Anaissi,Yang Wang 0002,1
3218,Fang Chen 0001,Hongda Tian,1
3219,Fang Chen 0001,Nguyen Lu Dang Khoa,1
3220,Fang Chen 0001,Yang Wang 0002,1
3221,Hongda Tian,Nguyen Lu Dang Khoa,1
3222,Hongda Tian,Yang Wang 0002,1
3223,Nguyen Lu Dang Khoa,Yang Wang 0002,1
3224,Abdullah-Al Mamun 0002,Nalini Ravishanker,1
3225,Abdullah-Al Mamun 0002,Sanguthevar Rajasekaran,1
3226,Abdullah-Al Mamun 0002,Xingyu Cai,1
3227,Abdullah-Al Mamun 0002,Zigeng Wang,1
3228,Nalini Ravishanker,Sanguthevar Rajasekaran,1
3229,Nalini Ravishanker,Xingyu Cai,1
3230,Nalini Ravishanker,Zigeng Wang,1
3231,Sanguthevar Rajasekaran,Zigeng Wang,1
3232,Xingyu Cai,Zigeng Wang,1
3233,Axel Stebner,Fabian Windheuser,1
3234,Axel Stebner,Falco Dürsch,1
3235,Axel Stebner,Felix Naumann,1
3236,Axel Stebner,Hazar Harmouch,1
3237,Axel Stebner,Lan Jiang 0001,1
3238,Axel Stebner,Maxi Fischer,1
3239,Axel Stebner,Nils Strelow,1
3240,Axel Stebner,Thorsten Papenbrock,1
3241,Axel Stebner,Tim Friedrich,1
3242,Axel Stebner,Tobias Bleifuß,1
3243,Fabian Windheuser,Falco Dürsch,1
3244,Fabian Windheuser,Felix Naumann,1
3245,Fabian Windheuser,Hazar Harmouch,1
3246,Fabian Windheuser,Lan Jiang 0001,1
3247,Fabian Windheuser,Maxi Fischer,1
3248,Fabian Windheuser,Nils Strelow,1
3249,Fabian Windheuser,Thorsten Papenbrock,1
3250,Fabian Windheuser,Tim Friedrich,1
3251,Fabian Windheuser,Tobias Bleifuß,1
3252,Falco Dürsch,Felix Naumann,1
3253,Falco Dürsch,Hazar Harmouch,1
3254,Falco Dürsch,Lan Jiang 0001,1
3255,Falco Dürsch,Maxi Fischer,1
3256,Falco Dürsch,Nils Strelow,1
3257,Falco Dürsch,Thorsten Papenbrock,1
3258,Falco Dürsch,Tim Friedrich,1
3259,Falco Dürsch,Tobias Bleifuß,1
3260,Felix Naumann,Hazar Harmouch,1
3261,Felix Naumann,Lan Jiang 0001,1
3262,Felix Naumann,Maxi Fischer,1
3263,Felix Naumann,Nils Strelow,1
3264,Felix Naumann,Thorsten Papenbrock,1
3265,Felix Naumann,Tim Friedrich,1
3266,Felix Naumann,Tobias Bleifuß,1
3267,Hazar Harmouch,Lan Jiang 0001,1
3268,Hazar Harmouch,Maxi Fischer,1
3269,Hazar Harmouch,Nils Strelow,1
3270,Hazar Harmouch,Thorsten Papenbrock,1
3271,Hazar Harmouch,Tim Friedrich,1
3272,Hazar Harmouch,Tobias Bleifuß,1
3273,Lan Jiang 0001,Maxi Fischer,1
3274,Lan Jiang 0001,Nils Strelow,1
3275,Lan Jiang 0001,Thorsten Papenbrock,1
3276,Lan Jiang 0001,Tim Friedrich,1
3277,Lan Jiang 0001,Tobias Bleifuß,1
3278,Maxi Fischer,Nils Strelow,1
3279,Maxi Fischer,Thorsten Papenbrock,1
3280,Maxi Fischer,Tim Friedrich,1
3281,Maxi Fischer,Tobias Bleifuß,1
3282,Nils Strelow,Thorsten Papenbrock,1
3283,Nils Strelow,Tim Friedrich,1
3284,Nils Strelow,Tobias Bleifuß,1
3285,Thorsten Papenbrock,Tim Friedrich,1
3286,Thorsten Papenbrock,Tobias Bleifuß,1
3287,Tim Friedrich,Tobias Bleifuß,1
3288,Adit Krishnan,Hari Cheruvu,1
3289,Adit Krishnan,Hari Sundaram,1
3290,Adit Krishnan,Tao Cheng 0001,1
3291,Hari Cheruvu,Hari Sundaram,1
3292,Hari Cheruvu,Tao Cheng 0001,1
3293,Hari Sundaram,Tao Cheng 0001,1
3294,Cheng-Te Li,Pei-Chi Wang,1
3295,Archit Sakhadeo,Gerhard Weikum,1
3296,Archit Sakhadeo,Jeff Z. Pan,1
3297,Archit Sakhadeo,Julien Romero,1
3298,Archit Sakhadeo,Koninika Pal,1
3299,Archit Sakhadeo,Simon Razniewski,1
3300,Gerhard Weikum,Jeff Z. Pan,1
3301,Gerhard Weikum,Julien Romero,1
3302,Gerhard Weikum,Koninika Pal,1
3303,Gerhard Weikum,Simon Razniewski,2
3304,Jeff Z. Pan,Julien Romero,1
3305,Jeff Z. Pan,Koninika Pal,1
3306,Jeff Z. Pan,Simon Razniewski,1
3307,Julien Romero,Koninika Pal,1
3308,Julien Romero,Simon Razniewski,1
3309,Koninika Pal,Simon Razniewski,1
3310,Chien Aun Chan,Christopher Leckie,1
3311,Chien Aun Chan,Li Li 0083,1
3312,Chien Aun Chan,Sarah M. Erfani,1
3313,Christopher Leckie,Li Li 0083,1
3314,Christopher Leckie,Sarah M. Erfani,1
3315,Li Li 0083,Sarah M. Erfani,1
3316,Guojie Song,Lun Du,2
3317,Guojie Song,Qingqing Long,1
3318,Guojie Song,Wei Lin,2
3319,Guojie Song,Yilun Jin,1
3320,Guojie Song,Yiming Wang,1
3321,Lun Du,Qingqing Long,1
3322,Lun Du,Wei Lin,2
3323,Lun Du,Yilun Jin,1
3324,Lun Du,Yiming Wang,1
3325,Qingqing Long,Wei Lin,1
3326,Qingqing Long,Yilun Jin,1
3327,Qingqing Long,Yiming Wang,1
3328,Wei Lin,Yilun Jin,1
3329,Wei Lin,Yiming Wang,1
3330,Yilun Jin,Yiming Wang,1
3331,Cheng-Te Li,Yi-Chun Chen,1
3332,Cheng-Te Li,Yu-Che Tsai,1
3333,Yi-Chun Chen,Yu-Che Tsai,1
3334,Choon Hui Teo,Keping Bi,1
3335,Choon Hui Teo,Vijai Mohan,2
3336,Choon Hui Teo,W. Bruce Croft,1
3337,Choon Hui Teo,Yesh Dattatreya,1
3338,Keping Bi,Vijai Mohan,1
3339,Keping Bi,Yesh Dattatreya,1
3340,Vijai Mohan,W. Bruce Croft,1
3341,Vijai Mohan,Yesh Dattatreya,1
3342,W. Bruce Croft,Yesh Dattatreya,1
3343,Bihan Sen,Debasis Ganguly,1
3344,Bihan Sen,Dwaipayan Roy,1
3345,Bihan Sen,Mandar Mitra,1
3346,Bihan Sen,Sourav Saha 0003,1
3347,Debasis Ganguly,Mandar Mitra,1
3348,Debasis Ganguly,Sourav Saha 0003,1
3349,Dwaipayan Roy,Mandar Mitra,1
3350,Dwaipayan Roy,Sourav Saha 0003,1
3351,Mandar Mitra,Sourav Saha 0003,1
3352,Chence Shi,Jian Tang 0005,1
3353,Chence Shi,Ming Zhang 0004,1
3354,Chence Shi,Weiping Song,1
3355,Chence Shi,Yewen Xu,1
3356,Chence Shi,Zhijian Duan,1
3357,Chence Shi,Zhiping Xiao 0001,1
3358,Jian Tang 0005,Ming Zhang 0004,1
3359,Jian Tang 0005,Weiping Song,1
3360,Jian Tang 0005,Yewen Xu,1
3361,Jian Tang 0005,Zhijian Duan,1
3362,Jian Tang 0005,Zhiping Xiao 0001,1
3363,Ming Zhang 0004,Weiping Song,1
3364,Ming Zhang 0004,Yewen Xu,1
3365,Ming Zhang 0004,Zhijian Duan,1
3366,Ming Zhang 0004,Zhiping Xiao 0001,1
3367,Weiping Song,Yewen Xu,1
3368,Weiping Song,Zhijian Duan,1
3369,Weiping Song,Zhiping Xiao 0001,1
3370,Yewen Xu,Zhijian Duan,1
3371,Yewen Xu,Zhiping Xiao 0001,1
3372,Zhijian Duan,Zhiping Xiao 0001,1
3373,Junping Du,Lei Quan,1
3374,Junping Du,Sili Li,1
3375,Junping Du,Wei Zhang 0056,1
3376,Junping Du,Xiaotong Li,1
3377,Junping Du,Yingxia Shao,1
3378,Junping Du,Yushun Dong,1
3379,Lei Quan,Sili Li,1
3380,Lei Quan,Wei Zhang 0056,1
3381,Lei Quan,Xiaotong Li,1
3382,Lei Quan,Yingxia Shao,1
3383,Lei Quan,Yushun Dong,1
3384,Sili Li,Wei Zhang 0056,1
3385,Sili Li,Xiaotong Li,1
3386,Sili Li,Yingxia Shao,1
3387,Sili Li,Yushun Dong,1
3388,Wei Zhang 0056,Xiaotong Li,1
3389,Wei Zhang 0056,Yingxia Shao,1
3390,Wei Zhang 0056,Yushun Dong,1
3391,Xiaotong Li,Yingxia Shao,1
3392,Xiaotong Li,Yushun Dong,1
3393,Yingxia Shao,Yushun Dong,1
3394,Heiner Stuckenschmidt,Melisachew Wudage Chekol,1
3395,Bo Song,Congfu Xu,2
3396,Bo Song,Weifeng Zhang,2
3397,Bo Song,Yi Cao,2
3398,Congfu Xu,Weifeng Zhang,2
3399,Congfu Xu,Yi Cao,2
3400,Weifeng Zhang,Yi Cao,2
3401,Benny Kimelfeld,Guy Elad,1
3402,Benny Kimelfeld,Ido Guy,1
3403,Benny Kimelfeld,Kira Radinsky,1
3404,Benny Kimelfeld,Slava Novgorodov,1
3405,Guy Elad,Ido Guy,2
3406,Guy Elad,Kira Radinsky,2
3407,Guy Elad,Slava Novgorodov,2
3408,Ido Guy,Kira Radinsky,2
3409,Ido Guy,Slava Novgorodov,2
3410,Kira Radinsky,Slava Novgorodov,2
3411,Jiaxin Mao,Maarten de Rijke,2
3412,Jiaxin Mao,Qingyao Ai,1
3413,Jiaxin Mao,Xiaohui Xie,2
3414,Jiaxin Mao,Yufei Huang,1
3415,Maarten de Rijke,Min Zhang 0006,2
3416,Maarten de Rijke,Qingyao Ai,1
3417,Maarten de Rijke,Shaoping Ma,2
3418,Maarten de Rijke,Xiaohui Xie,2
3419,Maarten de Rijke,Yiqun Liu 0001,2
3420,Maarten de Rijke,Yufei Huang,1
3421,Min Zhang 0006,Qingyao Ai,1
3422,Min Zhang 0006,Xiaohui Xie,2
3423,Min Zhang 0006,Yufei Huang,1
3424,Qingyao Ai,Shaoping Ma,1
3425,Qingyao Ai,Xiaohui Xie,1
3426,Qingyao Ai,Yiqun Liu 0001,1
3427,Qingyao Ai,Yufei Huang,1
3428,Shaoping Ma,Xiaohui Xie,2
3429,Shaoping Ma,Yufei Huang,1
3430,Xiaohui Xie,Yiqun Liu 0001,2
3431,Xiaohui Xie,Yufei Huang,1
3432,Yiqun Liu 0001,Yufei Huang,1
3433,Chanyoung Park,Seonghyeon Lee,1
3434,Hwanjo Yu,Seonghyeon Lee,1
3435,Chuhan Wu,Zhigang Yuan,1
3436,Fangzhao Wu,Zhigang Yuan,1
3437,Junxin Liu,Zhigang Yuan,1
3438,Xing Xie 0001,Zhigang Yuan,1
3439,Yongfeng Huang 0001,Zhigang Yuan,1
3440,Gong Cheng 0001,Jun Wang,1
3441,Gong Cheng 0001,Kalpa Gunaratna,1
3442,Jun Wang,Kalpa Gunaratna,1
3443,Holger Trittenbach,Klemens Böhm,1
3444,Byungkook Oh,Dongho Lee,1
3445,Byungkook Oh,Kyong-Ho Lee,1
3446,Byungkook Oh,Liang Chen,1
3447,Byungkook Oh,Sanghak Lee,1
3448,Byungkook Oh,Xiongnan Jin,1
3449,Dongho Lee,Kyong-Ho Lee,1
3450,Dongho Lee,Liang Chen,1
3451,Dongho Lee,Sanghak Lee,1
3452,Dongho Lee,Xiongnan Jin,1
3453,Kyong-Ho Lee,Liang Chen,1
3454,Kyong-Ho Lee,Sanghak Lee,1
3455,Kyong-Ho Lee,Xiongnan Jin,1
3456,Liang Chen,Sanghak Lee,1
3457,Liang Chen,Xiongnan Jin,1
3458,Sanghak Lee,Xiongnan Jin,1
3459,Francesco Guerra 0001,Yannis Velegrakis,1
3460,Matteo Paganelli,Yannis Velegrakis,1
3461,Paolo Sottovia,Yannis Velegrakis,1
3462,Chandan K. Reddy,Suhang Wang,1
3463,Chandan K. Reddy,Tian Shi,1
3464,Chandan K. Reddy,Vineeth Rakesh,1
3465,Suhang Wang,Tian Shi,1
3466,Suhang Wang,Vineeth Rakesh,1
3467,Tian Shi,Vineeth Rakesh,1
3468,Ali Mahmoudzadeh,Jiannan Lu,1
3469,Ali Mahmoudzadeh,Somit Gupta,1
3470,Ali Mahmoudzadeh,Sophia Liu,1
3471,Ali Mahmoudzadeh,Yu Wang,1
3472,Jiannan Lu,Somit Gupta,1
3473,Jiannan Lu,Sophia Liu,1
3474,Jiannan Lu,Yu Wang,1
3475,Somit Gupta,Sophia Liu,1
3476,Somit Gupta,Yu Wang,1
3477,Sophia Liu,Yu Wang,1
3478,Libo Wu,Qin Chen,1
3479,Libo Wu,Yiying Yang,1
3480,Libo Wu,Zhongyu Wei,1
3481,Qin Chen,Yiying Yang,1
3482,Qin Chen,Zhongyu Wei,1
3483,Yiying Yang,Zhongyu Wei,1
3484,Avikalp Srivastava,Hsin Wen Liu,1
3485,Avikalp Srivastava,Sumio Fujita,1
3486,Hsin Wen Liu,Sumio Fujita,1
3487,Bo Yao,Manliang Cao,1
3488,Bo Yao,Xiangdong Zhou,1
3489,Bo Yao,Yiming Xu,1
3490,Bo Yao,Yue Pang,1
3491,Manliang Cao,Xiangdong Zhou,1
3492,Manliang Cao,Yiming Xu,1
3493,Manliang Cao,Yue Pang,1
3494,Xiangdong Zhou,Yiming Xu,1
3495,Xiangdong Zhou,Yue Pang,1
3496,Yiming Xu,Yue Pang,1
3497,Boris Motik,Ian Horrocks,1
3498,Boris Motik,Jacopo Urbani,1
3499,Boris Motik,Pan Hu,1
3500,Ian Horrocks,Jacopo Urbani,1
3501,Ian Horrocks,Pan Hu,1
3502,Jacopo Urbani,Pan Hu,1
3503,George Karypis,Mohit Sharma,2
3504,George Karypis,Saurav Manchanda,1
3505,Mohit Sharma,Saurav Manchanda,1
3506,Tommaso Di Noia,Vito Walter Anelli,1
3507,Junwei Zhang,Shouke Qin,1
3508,Junwei Zhang,Tao Deng,1
3509,Junwei Zhang,Weihan Tan,1
3510,Junwei Zhang,Xiao Yang,1
3511,Junwei Zhang,Xutian Tao,1
3512,Junwei Zhang,Zongyao Ding,1
3513,Shouke Qin,Tao Deng,2
3514,Shouke Qin,Weihan Tan,1
3515,Shouke Qin,Xiao Yang,2
3516,Shouke Qin,Xutian Tao,1
3517,Shouke Qin,Zongyao Ding,2
3518,Tao Deng,Weihan Tan,1
3519,Tao Deng,Xiao Yang,2
3520,Tao Deng,Xutian Tao,1
3521,Tao Deng,Zongyao Ding,2
3522,Weihan Tan,Xiao Yang,1
3523,Weihan Tan,Xutian Tao,1
3524,Weihan Tan,Zongyao Ding,1
3525,Xiao Yang,Xutian Tao,1
3526,Xiao Yang,Zongyao Ding,2
3527,Xutian Tao,Zongyao Ding,1
3528,Erman Yafay,Ismail Sengor Altingovde,1
3529,Andrea Sboner,Chang Su,1
3530,Andrea Sboner,Fei Wang,1
3531,Andrea Sboner,Sendong Zhao,1
3532,Chang Su,Fei Wang,1
3533,Chang Su,Sendong Zhao,1
3534,Fei Wang,Sendong Zhao,1
3535,C. Lee Giles,Kunho Kim,1
3536,C. Lee Giles,Shaurya Rohatgi,1
3537,Kunho Kim,Shaurya Rohatgi,1
3538,Sourav S. Bhowmick,Xi Lin,1
3539,Sourav S. Bhowmick,Xiaokui Xiao,1
3540,Sourav S. Bhowmick,Yequan Wang,1
3541,Sourav S. Bhowmick,Zengxiang Li,1
3542,Xi Lin,Xiaokui Xiao,1
3543,Xi Lin,Yequan Wang,1
3544,Xi Lin,Zengxiang Li,1
3545,Xiaokui Xiao,Yequan Wang,1
3546,Xiaokui Xiao,Zengxiang Li,1
3547,Yequan Wang,Zengxiang Li,1
3548,Evangelos Kanoulas,Jie Zou,1
3549,Guillaume Salha,Michalis Vazirgiannis,1
3550,Guillaume Salha,Romain Hennequin,1
3551,Guillaume Salha,Stratis Limnios,1
3552,Guillaume Salha,Viet-Anh Tran,1
3553,Michalis Vazirgiannis,Romain Hennequin,1
3554,Michalis Vazirgiannis,Stratis Limnios,1
3555,Michalis Vazirgiannis,Viet-Anh Tran,1
3556,Romain Hennequin,Stratis Limnios,1
3557,Romain Hennequin,Viet-Anh Tran,1
3558,Stratis Limnios,Viet-Anh Tran,1
3559,Chenxi Wang,Jun Wang 0012,2
3560,Chenxi Wang,Minne Li,2
3561,Chenxi Wang,Xiaocheng Tang,1
3562,Chenxi Wang,Zilong Guo,1
3563,Guobin Wu,Jun Wang 0012,2
3564,Guobin Wu,Minne Li,2
3565,Guobin Wu,Xiaocheng Tang,1
3566,Guobin Wu,Zilong Guo,1
3567,Jiarui Jin,Jun Wang 0012,1
3568,Jiarui Jin,Minne Li,1
3569,Jiarui Jin,Xiaocheng Tang,1
3570,Jiarui Jin,Zilong Guo,1
3571,Jieping Ye,Jun Wang 0012,2
3572,Jieping Ye,Minne Li,2
3573,Jieping Ye,Xiaocheng Tang,2
3574,Jieping Ye,Zilong Guo,1
3575,Jun Wang 0012,Ming Zhou,1
3576,Jun Wang 0012,Minne Li,2
3577,Jun Wang 0012,Xiaocheng Tang,1
3578,Jun Wang 0012,Yan Jiao,2
3579,Jun Wang 0012,Zhiwei Qin,2
3580,Jun Wang 0012,Zilong Guo,1
3581,Ming Zhou,Minne Li,1
3582,Ming Zhou,Xiaocheng Tang,1
3583,Ming Zhou,Zilong Guo,1
3584,Minne Li,Weinan Zhang 0001,1
3585,Minne Li,Xiaocheng Tang,1
3586,Minne Li,Yan Jiao,2
3587,Minne Li,Zhiwei Qin,2
3588,Minne Li,Zilong Guo,1
3589,Weinan Zhang 0001,Xiaocheng Tang,1
3590,Weinan Zhang 0001,Zilong Guo,1
3591,Xiaocheng Tang,Yan Jiao,1
3592,Xiaocheng Tang,Zhiwei Qin,1
3593,Xiaocheng Tang,Zilong Guo,1
3594,Yan Jiao,Zilong Guo,1
3595,Zhiwei Qin,Zilong Guo,1
3596,Muthusamy Chelliah,Sudeshna Sarkar,1
3597,Muthusamy Chelliah,Yong Zheng,1
3598,Sudeshna Sarkar,Yong Zheng,1
3599,Chuhan Wu,Tao Qi,1
3600,Fangzhao Wu,Tao Qi,1
3601,Junxin Liu,Tao Qi,1
3602,Tao Qi,Xing Xie 0001,1
3603,Tao Qi,Yongfeng Huang 0001,1
3604,Shanchan Wu,Yifan He,1
3605,Amir Alipour-Fanid,Hemant Purohit,1
3606,Amir Alipour-Fanid,Kai Zeng 0001,1
3607,Amir Alipour-Fanid,Liang Zhao 0002,1
3608,Amir Alipour-Fanid,Lingfei Wu,1
3609,Amir Alipour-Fanid,Xiang Chen 0010,1
3610,Amir Alipour-Fanid,Xiaojie Guo,1
3611,Hemant Purohit,Kai Zeng 0001,1
3612,Hemant Purohit,Liang Zhao 0002,1
3613,Hemant Purohit,Lingfei Wu,1
3614,Hemant Purohit,Xiang Chen 0010,1
3615,Hemant Purohit,Xiaojie Guo,1
3616,Kai Zeng 0001,Liang Zhao 0002,1
3617,Kai Zeng 0001,Lingfei Wu,1
3618,Kai Zeng 0001,Xiang Chen 0010,1
3619,Kai Zeng 0001,Xiaojie Guo,1
3620,Liang Zhao 0002,Lingfei Wu,3
3621,Liang Zhao 0002,Xiang Chen 0010,2
3622,Liang Zhao 0002,Xiaojie Guo,1
3623,Lingfei Wu,Xiang Chen 0010,1
3624,Lingfei Wu,Xiaojie Guo,1
3625,Xiang Chen 0010,Xiaojie Guo,1
3626,Doheon Lee,Hyojung Paik,1
3627,Doheon Lee,Ruibin Xi,1
3628,Hyojung Paik,Ruibin Xi,1
3629,Dianxi Shi,Mingkun Wang,1
3630,Dianxi Shi,Naiyang Guan,1
3631,Dianxi Shi,Tao Zhang,1
3632,Dianxi Shi,Wei Yi,1
3633,Dianxi Shi,Zunlin Fan,1
3634,Mingkun Wang,Naiyang Guan,1
3635,Mingkun Wang,Tao Zhang,1
3636,Mingkun Wang,Wei Yi,1
3637,Mingkun Wang,Zunlin Fan,1
3638,Naiyang Guan,Tao Zhang,1
3639,Naiyang Guan,Wei Yi,1
3640,Naiyang Guan,Zunlin Fan,1
3641,Tao Zhang,Wei Yi,1
3642,Tao Zhang,Zunlin Fan,1
3643,Wei Yi,Zunlin Fan,1
3644,Jiaming Shen,Matthew Walker,1
3645,Jiaming Shen,Myunghwan Kim 0002,1
3646,Jiaming Shen,Naijing Zhang,1
3647,Jiaming Shen,Qi Zhu 0008,1
3648,Jiaming Shen,Xinwei He,1
3649,Jiaming Shen,Yu Shi,1
3650,Jiaming Shen,Yuchen Li,1
3651,Jiaming Shen,Zhengzhi Lou,1
3652,Jiawei Han 0001,Matthew Walker,1
3653,Jiawei Han 0001,Myunghwan Kim 0002,1
3654,Jiawei Han 0001,Naijing Zhang,1
3655,Jiawei Han 0001,Xinwei He,1
3656,Jiawei Han 0001,Yu Shi,1
3657,Jiawei Han 0001,Yuchen Li,1
3658,Jiawei Han 0001,Zhengzhi Lou,1
3659,Matthew Walker,Myunghwan Kim 0002,1
3660,Matthew Walker,Naijing Zhang,1
3661,Matthew Walker,Qi Zhu 0008,1
3662,Matthew Walker,Xinwei He,1
3663,Matthew Walker,Yu Shi,1
3664,Matthew Walker,Yuchen Li,1
3665,Matthew Walker,Zhengzhi Lou,1
3666,Myunghwan Kim 0002,Naijing Zhang,1
3667,Myunghwan Kim 0002,Qi Zhu 0008,1
3668,Myunghwan Kim 0002,Xinwei He,1
3669,Myunghwan Kim 0002,Yu Shi,1
3670,Myunghwan Kim 0002,Yuchen Li,1
3671,Myunghwan Kim 0002,Zhengzhi Lou,1
3672,Naijing Zhang,Qi Zhu 0008,1
3673,Naijing Zhang,Xinwei He,1
3674,Naijing Zhang,Yu Shi,1
3675,Naijing Zhang,Yuchen Li,1
3676,Naijing Zhang,Zhengzhi Lou,1
3677,Qi Zhu 0008,Xinwei He,1
3678,Qi Zhu 0008,Yu Shi,1
3679,Qi Zhu 0008,Yuchen Li,1
3680,Qi Zhu 0008,Zhengzhi Lou,1
3681,Xinwei He,Yu Shi,1
3682,Xinwei He,Yuchen Li,1
3683,Xinwei He,Zhengzhi Lou,1
3684,Yu Shi,Yuchen Li,1
3685,Yu Shi,Zhengzhi Lou,1
3686,Yuchen Li,Zhengzhi Lou,1
3687,Ahmet Erdem Sariyüce,Seyed-Vahid Sanei-Mehri,1
3688,Ahmet Erdem Sariyüce,Srikanta Tirthapura,1
3689,Ahmet Erdem Sariyüce,Yu Zhang,1
3690,Seyed-Vahid Sanei-Mehri,Srikanta Tirthapura,1
3691,Seyed-Vahid Sanei-Mehri,Yu Zhang,1
3692,Srikanta Tirthapura,Yu Zhang,1
3693,Akhil Kumar 0001,Chen Qian 0003,1
3694,Akhil Kumar 0001,Lijie Wen,1
3695,Chen Qian 0003,Lijie Wen,1
3696,Chuan Shi,Xiao Wang 0017,2
3697,Chuan Shi,Yuanfu Lu,1
3698,Philip S. Yu,Xiao Wang 0017,2
3699,Philip S. Yu,Yanfang Ye,2
3700,Philip S. Yu,Yuanfu Lu,1
3701,Xiao Wang 0017,Yanfang Ye,2
3702,Xiao Wang 0017,Yuanfu Lu,1
3703,Yanfang Ye,Yuanfu Lu,1
3704,Jingyuan Wang,Ning Wu,2
3705,Jingyuan Wang,Wayne Xin Zhao,2
3706,Jingyuan Wang,Yang Jin,1
3707,Ning Wu,Wayne Xin Zhao,2
3708,Ning Wu,Yang Jin,1
3709,Wayne Xin Zhao,Yang Jin,1
3710,Dong Wang,Jian Ma,1
3711,Dong Wang,Jinjie Gu,1
3712,Dong Wang,Jun Zhou 0011,1
3713,Dong Wang,Qianyu Yu,1
3714,Dong Wang,Shuang Yang,1
3715,Dong Wang,Wenliang Zhong,1
3716,Dong Wang,Yuan Qi 0001,1
3717,Dong Wang,Yue Shen,1
3718,Dong Wang,Zhiqiang Zhang 0012,1
3719,Dong Wang,Ziqi Liu,1
3720,Jian Ma,Jinjie Gu,1
3721,Jian Ma,Jun Zhou 0011,1
3722,Jian Ma,Qianyu Yu,1
3723,Jian Ma,Shuang Yang,1
3724,Jian Ma,Wenliang Zhong,1
3725,Jian Ma,Yuan Qi 0001,1
3726,Jian Ma,Yue Shen,1
3727,Jian Ma,Zhiqiang Zhang 0012,1
3728,Jian Ma,Ziqi Liu,1
3729,Jinjie Gu,Jun Zhou 0011,1
3730,Jinjie Gu,Qianyu Yu,1
3731,Jinjie Gu,Shuang Yang,1
3732,Jinjie Gu,Wenliang Zhong,1
3733,Jinjie Gu,Yuan Qi 0001,1
3734,Jinjie Gu,Yue Shen,1
3735,Jinjie Gu,Zhiqiang Zhang 0012,1
3736,Jinjie Gu,Ziqi Liu,1
3737,Jun Zhou 0011,Qianyu Yu,1
3738,Jun Zhou 0011,Shuang Yang,2
3739,Jun Zhou 0011,Wenliang Zhong,1
3740,Jun Zhou 0011,Yuan Qi 0001,2
3741,Jun Zhou 0011,Yue Shen,1
3742,Jun Zhou 0011,Zhiqiang Zhang 0012,2
3743,Jun Zhou 0011,Ziqi Liu,3
3744,Qianyu Yu,Shuang Yang,1
3745,Qianyu Yu,Wenliang Zhong,1
3746,Qianyu Yu,Yuan Qi 0001,1
3747,Qianyu Yu,Yue Shen,1
3748,Qianyu Yu,Zhiqiang Zhang 0012,1
3749,Qianyu Yu,Ziqi Liu,1
3750,Shuang Yang,Wenliang Zhong,1
3751,Shuang Yang,Yuan Qi 0001,2
3752,Shuang Yang,Yue Shen,1
3753,Shuang Yang,Zhiqiang Zhang 0012,1
3754,Shuang Yang,Ziqi Liu,2
3755,Wenliang Zhong,Yuan Qi 0001,1
3756,Wenliang Zhong,Yue Shen,1
3757,Wenliang Zhong,Zhiqiang Zhang 0012,1
3758,Wenliang Zhong,Ziqi Liu,1
3759,Yuan Qi 0001,Yue Shen,1
3760,Yuan Qi 0001,Zhiqiang Zhang 0012,1
3761,Yuan Qi 0001,Ziqi Liu,2
3762,Yue Shen,Zhiqiang Zhang 0012,1
3763,Yue Shen,Ziqi Liu,1
3764,Zhiqiang Zhang 0012,Ziqi Liu,2
3765,Longfei Li,Ya-Lin Zhang,1
3766,Andrea L. Bertozzi,Deanna Needell,1
3767,Andrea L. Bertozzi,Jyun-Yu Jiang,1
3768,Andrea L. Bertozzi,Sean D. Young,1
3769,Andrea L. Bertozzi,Wei Wang 0010,1
3770,Andrea L. Bertozzi,Zehan Chao,1
3771,Deanna Needell,Jyun-Yu Jiang,1
3772,Deanna Needell,Sean D. Young,1
3773,Deanna Needell,Wei Wang 0010,1
3774,Deanna Needell,Zehan Chao,1
3775,Jyun-Yu Jiang,Sean D. Young,1
3776,Jyun-Yu Jiang,Wei Wang 0010,1
